topic,subtopic,difficulty,score,total_questions,percentage,time_taken,attempt_number,timestamp,user_id,score_ratio,is_improving,avg_previous_score,readiness
Java,OOPs,advanced,3,5,63.7,787,21,2025-12-19 22:12:43.483156,user_0195,0.6,False,55.94,Good
DBMS,Transactions,advanced,5,5,100.0,582,20,2025-12-17 22:12:43.478138,user_0155,1.0,False,89.95,Excellent
C,Pointers,intermediate,3,5,68.1,679,12,2025-11-15 22:12:43.503106,user_0349,0.6,True,72.5,Good
DBMS,SQL,beginner,5,5,100.0,552,1,2025-11-09 22:12:43.471157,user_0116,1.0,False,,Excellent
Java,OOPs,advanced,5,5,100.0,634,23,2025-12-17 22:12:43.507093,user_0384,1.0,False,100.0,Excellent
Python,Lists,beginner,4,5,96.0,666,2,2025-12-11 22:12:43.499115,user_0319,0.8,False,,Excellent
Python,Lists,intermediate,5,5,100.0,544,10,2025-12-10 22:12:43.504101,user_0354,1.0,True,,Excellent
C,Pointers,advanced,4,5,83.7,742,16,2026-01-16 22:12:43.484122,user_0206,0.8,True,67.1,Good
C,Functions,intermediate,4,5,93.5,735,6,2025-12-10 22:12:43.478138,user_0153,0.8,True,98.3,Excellent
Data Structures,Stacks,intermediate,4,5,88.4,738,10,2025-12-29 22:12:43.485119,user_0209,0.8,True,,Excellent
Data Structures,Queues,intermediate,4,5,90.0,684,8,2025-11-21 22:12:43.479135,user_0159,0.8,True,73.43333333333334,Excellent
OS,Threads,advanced,4,5,86.7,577,19,2026-01-04 22:12:43.461216,user_0037,0.8,False,78.74,Excellent
DBMS,Normalization,advanced,5,5,100.0,513,17,2025-12-23 22:12:43.494115,user_0283,1.0,True,99.46666666666665,Excellent
DBMS,Normalization,intermediate,5,5,100.0,645,8,2025-12-28 22:12:43.504101,user_0358,1.0,True,78.3,Excellent
C,Functions,advanced,4,5,81.0,780,21,2026-01-15 22:12:43.460220,user_0036,0.8,False,62.23333333333333,Excellent
OS,Threads,intermediate,5,5,100.0,580,8,2025-12-21 22:12:43.506095,user_0374,1.0,True,56.2,Excellent
OS,Threads,advanced,3,5,79.7,785,28,2026-01-09 22:12:43.507093,user_0379,0.6,False,60.03333333333333,Average
Java,Inheritance,advanced,3,5,77.1,641,14,2025-11-18 22:12:43.506095,user_0372,0.6,False,75.4,Good
OS,Threads,advanced,3,5,78.2,788,17,2025-12-16 22:12:43.517066,user_0465,0.6,True,75.23333333333333,Good
Python,File Handling,advanced,5,5,100.0,717,31,2026-01-28 22:12:43.483156,user_0193,1.0,False,76.24,Excellent
OS,Threads,advanced,3,5,79.6,710,16,2025-12-29 22:12:43.520058,user_0485,0.6,True,70.36666666666666,Good
C,Functions,intermediate,5,5,100.0,539,12,2026-01-11 22:12:43.504101,user_0358,1.0,False,,Excellent
Data Structures,Queues,advanced,5,5,100.0,695,28,2026-01-19 22:12:43.512080,user_0422,1.0,False,100.0,Excellent
Data Structures,Trees,advanced,4,5,97.4,564,18,2026-01-21 22:12:43.495127,user_0291,0.8,True,46.5,Average
OS,Memory Management,advanced,5,5,100.0,725,28,2026-01-04 22:12:43.464208,user_0064,1.0,False,76.5375,Good
DBMS,Normalization,advanced,5,5,100.0,666,13,2026-01-14 22:12:43.462213,user_0050,1.0,True,100.0,Excellent
Java,OOPs,intermediate,3,5,66.5,652,8,2025-11-21 22:12:43.463213,user_0054,0.6,False,,Excellent
C,Loops,intermediate,5,5,100.0,697,6,2025-11-11 22:12:43.466203,user_0077,1.0,False,,Excellent
C,Functions,advanced,2,5,57.8,860,15,2026-01-21 22:12:43.481266,user_0180,0.4,False,44.2,Good
Python,File Handling,advanced,4,5,91.4,685,14,2025-12-01 22:12:43.516071,user_0456,0.8,True,93.2,Excellent
Python,Dictionaries,advanced,5,5,100.0,583,18,2025-12-24 22:12:43.509087,user_0397,1.0,True,88.7,Excellent
C,Pointers,advanced,5,5,100.0,511,25,2026-01-04 22:12:43.460220,user_0034,1.0,False,86.9,Excellent
OS,Processes,advanced,5,5,100.0,670,13,2025-12-08 22:12:43.494115,user_0283,1.0,False,,Excellent
Data Structures,Trees,advanced,5,5,100.0,624,26,2026-01-25 22:12:43.482143,user_0187,1.0,False,100.0,Excellent
Python,Dictionaries,advanced,4,5,89.0,594,23,2025-12-04 22:12:43.497122,user_0307,0.8,True,53.9,Average
DBMS,Transactions,beginner,2,5,57.0,747,2,2025-10-15 22:12:43.499115,user_0318,0.4,True,,Excellent
Data Structures,Queues,advanced,4,5,90.3,558,18,2025-12-07 22:12:43.520058,user_0481,0.8,True,66.55,Excellent
DBMS,Normalization,advanced,4,5,89.6,640,15,2025-12-02 22:12:43.509087,user_0400,0.8,True,89.325,Good
DBMS,Transactions,advanced,3,5,74.0,802,13,2025-12-07 22:12:43.503106,user_0351,0.6,True,72.76666666666667,Excellent
Python,File Handling,intermediate,4,5,84.1,708,8,2025-11-18 22:12:43.513078,user_0425,0.8,True,49.7,Good
Java,Inheritance,beginner,4,5,86.8,638,3,2025-10-18 22:12:43.469195,user_0096,0.8,True,94.1,Excellent
C,Loops,advanced,5,5,100.0,531,33,2026-01-13 22:12:43.496122,user_0297,1.0,True,92.45,Excellent
Python,Dictionaries,advanced,5,5,100.0,682,25,2026-01-20 22:12:43.508093,user_0392,1.0,False,48.166666666666664,Excellent
C,Functions,beginner,4,5,98.1,659,5,2025-11-07 22:12:43.507093,user_0381,0.8,False,,Excellent
OS,Processes,intermediate,5,5,100.0,551,6,2025-12-10 22:12:43.466203,user_0076,1.0,True,90.1,Excellent
Java,Inheritance,beginner,2,5,58.9,851,2,2025-11-07 22:12:43.470191,user_0105,0.4,True,,Good
Java,OOPs,advanced,5,5,100.0,677,28,2026-01-02 22:12:43.459221,user_0028,1.0,False,69.03333333333333,Excellent
Java,Inheritance,intermediate,4,5,83.1,683,11,2025-12-31 22:12:43.494115,user_0279,0.8,True,58.43333333333333,Good
Java,Exceptions,beginner,5,5,100.0,580,4,2025-10-28 22:12:43.499115,user_0320,1.0,True,,Excellent
Data Structures,Linked List,beginner,2,5,53.1,824,5,2025-12-21 22:12:43.465207,user_0071,0.4,True,,Average
Python,Lists,beginner,3,5,61.6,762,3,2025-11-22 22:12:43.477145,user_0148,0.6,True,59.6,Average
C,Loops,advanced,5,5,100.0,517,28,2026-01-06 22:12:43.490137,user_0247,1.0,True,70.0,Good
C,Functions,intermediate,4,5,91.5,682,9,2025-11-29 22:12:43.512080,user_0418,0.8,False,,Excellent
Python,File Handling,advanced,5,5,100.0,556,26,2026-01-05 22:12:43.513078,user_0427,1.0,False,100.0,Excellent
Python,Lists,beginner,3,5,76.3,652,3,2025-11-23 22:12:43.460220,user_0036,0.6,True,,Excellent
Java,Inheritance,beginner,3,5,62.2,755,2,2025-10-30 22:12:43.468198,user_0089,0.6,False,,Excellent
OS,Processes,intermediate,4,5,89.5,591,11,2025-11-27 22:12:43.460220,user_0032,0.8,False,66.13333333333334,Excellent
OS,Memory Management,advanced,5,5,100.0,539,15,2026-01-24 22:12:43.494115,user_0282,1.0,False,100.0,Excellent
C,Arrays,advanced,5,5,100.0,535,17,2025-12-11 22:12:43.463213,user_0054,1.0,True,100.0,Excellent
C,Arrays,intermediate,5,5,100.0,631,10,2025-12-25 22:12:43.475146,user_0137,1.0,False,,Excellent
DBMS,SQL,advanced,5,5,100.0,579,20,2026-01-15 22:12:43.503106,user_0352,1.0,False,89.3,Excellent
OS,Threads,advanced,3,5,78.3,759,13,2026-01-07 22:12:43.485119,user_0211,0.6,False,90.4,Excellent
OS,Threads,intermediate,1,5,38.8,712,7,2025-10-27 22:12:43.497122,user_0305,0.2,True,34.06666666666667,Excellent
OS,Memory Management,advanced,5,5,100.0,738,17,2026-01-09 22:12:43.486148,user_0221,1.0,False,89.7,Excellent
Java,Exceptions,advanced,5,5,100.0,560,24,2026-01-13 22:12:43.497122,user_0306,1.0,True,98.03999999999999,Excellent
DBMS,SQL,advanced,5,5,100.0,595,14,2026-01-12 22:12:43.466203,user_0074,1.0,True,92.25,Excellent
Java,Exceptions,intermediate,5,5,100.0,737,10,2025-11-07 22:12:43.499115,user_0318,1.0,True,90.6,Excellent
OS,Threads,advanced,2,5,52.0,652,14,2026-01-07 22:12:43.495127,user_0291,0.4,False,47.5,Average
DBMS,Transactions,beginner,4,5,89.3,695,5,2025-11-04 22:12:43.506095,user_0376,0.8,False,89.1,Excellent
OS,Memory Management,advanced,5,5,100.0,615,16,2026-01-05 22:12:43.460220,user_0031,1.0,False,83.5,Excellent
C,Functions,intermediate,4,5,83.4,712,10,2025-11-23 22:12:43.482143,user_0185,0.8,False,65.13333333333334,Excellent
DBMS,Normalization,advanced,3,5,69.4,771,21,2025-12-25 22:12:43.514074,user_0440,0.6,False,57.5,Good
DBMS,SQL,advanced,4,5,86.9,743,14,2025-12-01 22:12:43.509087,user_0400,0.8,False,90.13333333333333,Good
Python,File Handling,beginner,3,5,74.8,698,4,2025-10-21 22:12:43.517066,user_0457,0.6,True,82.8,Excellent
OS,Threads,advanced,5,5,100.0,561,24,2026-01-24 22:12:43.522021,user_0497,1.0,False,50.65,Excellent
OS,Threads,beginner,1,5,28.0,900,1,2025-11-30 22:12:43.510086,user_0405,0.2,False,,Good
C,Pointers,beginner,3,5,76.9,786,4,2025-12-12 22:12:43.504101,user_0357,0.6,True,,Excellent
OS,Processes,advanced,5,5,100.0,624,21,2025-12-25 22:12:43.496122,user_0292,1.0,False,57.8,Excellent
Data Structures,Stacks,beginner,2,5,45.4,822,3,2025-10-29 22:12:43.498117,user_0313,0.4,False,,Excellent
Python,File Handling,advanced,5,5,100.0,561,19,2026-01-15 22:12:43.480133,user_0173,1.0,True,100.0,Good
DBMS,Transactions,advanced,5,5,100.0,646,15,2025-12-07 22:12:43.469195,user_0101,1.0,False,93.4,Excellent
OS,Threads,intermediate,4,5,81.4,563,8,2025-12-11 22:12:43.519063,user_0473,0.8,True,,Good
Data Structures,Trees,beginner,4,5,92.2,684,5,2025-11-16 22:12:43.502108,user_0345,0.8,False,,Excellent
Data Structures,Linked List,intermediate,0,5,15.4,900,6,2025-11-17 22:12:43.501109,user_0334,0.0,False,,Average
C,Pointers,intermediate,5,5,100.0,609,12,2025-11-07 22:12:43.497122,user_0305,1.0,True,93.025,Excellent
Java,Exceptions,advanced,5,5,100.0,683,23,2025-12-27 22:12:43.480133,user_0168,1.0,False,100.0,Excellent
OS,Processes,advanced,5,5,100.0,661,22,2025-12-26 22:12:43.456194,user_0005,1.0,False,93.56666666666666,Excellent
OS,Threads,beginner,2,5,43.9,810,3,2025-11-03 22:12:43.490137,user_0250,0.4,False,50.8,Excellent
Python,Dictionaries,beginner,2,5,43.5,769,4,2025-12-03 22:12:43.466203,user_0081,0.4,False,38.9,Good
OS,Threads,beginner,2,5,58.7,786,1,2025-10-28 22:12:43.516071,user_0456,0.4,False,,Excellent
Java,Inheritance,advanced,5,5,100.0,692,32,2025-12-25 22:12:43.461216,user_0044,1.0,False,100.0,Excellent
Java,Inheritance,beginner,1,5,36.4,714,2,2025-10-15 22:12:43.467199,user_0082,0.2,False,,Excellent
DBMS,Transactions,advanced,5,5,100.0,643,23,2026-01-17 22:12:43.477145,user_0144,1.0,False,99.725,Excellent
Python,File Handling,advanced,5,5,100.0,741,24,2026-01-16 22:12:43.512080,user_0420,1.0,False,98.47142857142856,Excellent
Java,OOPs,advanced,5,5,100.0,524,16,2026-01-21 22:12:43.480133,user_0170,1.0,False,78.7,Good
Python,Lists,intermediate,4,5,97.1,573,11,2025-12-28 22:12:43.473249,user_0131,0.8,True,79.1,Good
OS,Threads,advanced,5,5,100.0,596,32,2026-01-07 22:12:43.499115,user_0317,1.0,False,93.5,Excellent
Python,Lists,advanced,5,5,100.0,511,30,2026-01-22 22:12:43.514074,user_0436,1.0,False,65.02000000000001,Excellent
DBMS,Transactions,beginner,1,5,39.1,876,1,2025-10-25 22:12:43.493131,user_0274,0.2,False,,Excellent
Python,File Handling,advanced,5,5,100.0,572,19,2026-01-01 22:12:43.480133,user_0167,1.0,False,78.83333333333333,Excellent
OS,Memory Management,intermediate,3,5,79.5,648,7,2025-12-08 22:12:43.511084,user_0413,0.6,True,57.4,Excellent
Java,OOPs,advanced,5,5,100.0,634,25,2026-01-03 22:12:43.505100,user_0368,1.0,False,100.0,Excellent
Python,File Handling,intermediate,4,5,91.7,585,6,2025-11-17 22:12:43.465207,user_0070,0.8,True,,Excellent
DBMS,Transactions,advanced,4,5,95.4,540,14,2025-12-31 22:12:43.474148,user_0135,0.8,False,64.3,Excellent
C,Loops,intermediate,3,5,64.2,618,8,2025-11-27 22:12:43.457229,user_0010,0.6,False,44.0,Excellent
C,Pointers,advanced,5,5,100.0,656,31,2026-01-13 22:12:43.500113,user_0326,1.0,False,97.92,Excellent
C,Arrays,beginner,2,5,51.9,765,3,2025-12-02 22:12:43.466203,user_0081,0.4,True,,Good
Data Structures,Linked List,advanced,5,5,100.0,510,30,2025-12-25 22:12:43.503106,user_0349,1.0,False,94.60000000000001,Good
Python,Lists,beginner,2,5,59.3,654,2,2025-12-05 22:12:43.520058,user_0482,0.4,True,,Good
C,Arrays,advanced,2,5,40.4,899,14,2025-12-18 22:12:43.477145,user_0146,0.4,False,58.95,Good
OS,Memory Management,intermediate,5,5,100.0,704,9,2025-12-19 22:12:43.508093,user_0388,1.0,True,79.85,Excellent
Python,Dictionaries,beginner,4,5,82.8,790,4,2025-11-28 22:12:43.480133,user_0167,0.8,True,57.7,Excellent
Python,Lists,beginner,3,5,72.7,593,2,2025-10-16 22:12:43.511084,user_0415,0.6,True,,Excellent
OS,Memory Management,advanced,1,5,33.9,703,14,2025-12-27 22:12:43.458228,user_0021,0.2,False,28.419999999999998,Needs Improvement
Java,OOPs,beginner,3,5,68.6,737,3,2025-10-17 22:12:43.472199,user_0124,0.6,False,,Excellent
DBMS,SQL,advanced,5,5,100.0,545,13,2026-01-12 22:12:43.503106,user_0346,1.0,False,95.0,Excellent
Java,Inheritance,advanced,5,5,100.0,560,27,2025-12-26 22:12:43.500113,user_0329,1.0,False,98.65,Excellent
Data Structures,Queues,beginner,3,5,60.3,802,3,2025-11-22 22:12:43.505100,user_0364,0.6,True,41.6,Average
OS,Threads,advanced,5,5,100.0,664,17,2025-12-15 22:12:43.521058,user_0495,1.0,False,88.75,Excellent
Python,Lists,intermediate,1,5,34.0,900,11,2025-12-31 22:12:43.513078,user_0426,0.2,False,43.2,Needs Improvement
Data Structures,Trees,intermediate,2,5,53.3,742,8,2025-11-09 22:12:43.496122,user_0294,0.4,False,61.5,Excellent
Python,Lists,advanced,2,5,59.0,631,22,2025-12-15 22:12:43.460220,user_0035,0.4,False,60.199999999999996,Good
Python,Lists,advanced,5,5,100.0,565,23,2025-12-13 22:12:43.516071,user_0455,1.0,False,100.0,Excellent
DBMS,SQL,beginner,3,5,63.2,729,3,2025-11-11 22:12:43.491135,user_0257,0.6,True,42.0,Excellent
OS,Threads,advanced,3,5,61.0,668,22,2025-12-10 22:12:43.496122,user_0299,0.6,True,49.55,Good
Java,OOPs,beginner,5,5,100.0,643,4,2025-12-15 22:12:43.499115,user_0319,1.0,False,99.3,Excellent
Java,OOPs,intermediate,4,5,95.9,651,10,2025-11-08 22:12:43.494115,user_0276,0.8,True,,Good
Java,Inheritance,advanced,5,5,100.0,621,20,2026-02-03 22:12:43.479135,user_0164,1.0,False,74.83333333333333,Good
Data Structures,Stacks,intermediate,5,5,100.0,653,12,2025-12-12 22:12:43.471157,user_0114,1.0,True,,Excellent
Data Structures,Stacks,intermediate,5,5,100.0,595,7,2025-11-17 22:12:43.456194,user_0005,1.0,False,86.85,Excellent
Data Structures,Trees,advanced,5,5,100.0,671,13,2025-12-11 22:12:43.498117,user_0310,1.0,False,89.02000000000001,Excellent
Data Structures,Queues,advanced,5,5,100.0,688,20,2025-12-17 22:12:43.470191,user_0102,1.0,False,100.0,Excellent
C,Loops,advanced,4,5,91.2,665,22,2025-12-15 22:12:43.494115,user_0276,0.8,True,55.5,Good
DBMS,Normalization,advanced,5,5,100.0,552,14,2025-12-12 22:12:43.472199,user_0123,1.0,False,82.85,Excellent
Java,Exceptions,beginner,1,5,29.6,821,2,2025-10-29 22:12:43.505100,user_0366,0.2,False,,Excellent
DBMS,Normalization,advanced,2,5,45.7,734,21,2025-12-09 22:12:43.496122,user_0299,0.4,False,43.4,Good
Python,File Handling,intermediate,4,5,83.5,757,11,2025-11-11 22:12:43.485119,user_0210,0.8,True,,Excellent
Java,OOPs,beginner,2,5,40.1,784,2,2025-11-14 22:12:43.459221,user_0024,0.4,False,,Good
DBMS,Normalization,advanced,5,5,100.0,591,14,2026-01-19 22:12:43.521058,user_0494,1.0,True,75.65,Excellent
Data Structures,Linked List,beginner,4,5,99.1,712,1,2025-11-12 22:12:43.463213,user_0058,0.8,False,,Excellent
Data Structures,Trees,beginner,2,5,40.9,899,2,2025-11-10 22:12:43.480133,user_0174,0.4,False,,Average
Data Structures,Stacks,advanced,5,5,100.0,526,23,2026-01-08 22:12:43.471157,user_0116,1.0,False,100.0,Excellent
C,Arrays,intermediate,2,5,56.8,685,8,2025-12-16 22:12:43.504101,user_0355,0.4,False,67.7,Excellent
Java,Exceptions,advanced,5,5,100.0,511,18,2025-12-07 22:12:43.468198,user_0094,1.0,False,67.75,Excellent
Java,Inheritance,intermediate,3,5,76.2,708,10,2025-12-30 22:12:43.483156,user_0196,0.6,False,,Good
Java,OOPs,advanced,5,5,100.0,728,21,2026-01-10 22:12:43.473249,user_0125,1.0,False,67.1,Excellent
Python,Dictionaries,advanced,5,5,100.0,555,18,2025-12-09 22:12:43.492134,user_0260,1.0,True,92.175,Excellent
Java,OOPs,intermediate,4,5,87.3,778,11,2025-11-13 22:12:43.463213,user_0059,0.8,True,77.8,Excellent
Data Structures,Queues,intermediate,3,5,64.9,720,8,2025-12-18 22:12:43.503106,user_0350,0.6,False,,Excellent
Java,Exceptions,advanced,5,5,100.0,629,32,2026-01-10 22:12:43.463213,user_0059,1.0,False,90.10000000000001,Excellent
Data Structures,Queues,advanced,5,5,100.0,579,22,2025-12-10 22:12:43.516071,user_0455,1.0,False,67.8,Excellent
Data Structures,Linked List,beginner,3,5,66.3,793,3,2025-10-26 22:12:43.514074,user_0433,0.6,True,,Excellent
OS,Memory Management,advanced,5,5,100.0,648,28,2026-01-28 22:12:43.479135,user_0162,1.0,False,98.64285714285714,Excellent
Python,Lists,advanced,2,5,54.4,849,14,2025-11-23 22:12:43.496122,user_0299,0.4,False,60.099999999999994,Good
C,Functions,intermediate,3,5,76.9,638,8,2025-11-24 22:12:43.502108,user_0342,0.6,False,66.2,Excellent
Python,File Handling,intermediate,5,5,100.0,645,11,2026-01-05 22:12:43.480133,user_0170,1.0,False,77.96666666666667,Good
OS,Processes,advanced,5,5,100.0,742,32,2026-01-01 22:12:43.457229,user_0014,1.0,False,100.0,Excellent
DBMS,Normalization,intermediate,3,5,72.6,750,9,2025-12-24 22:12:43.521058,user_0492,0.6,False,73.75,Good
DBMS,Normalization,intermediate,2,5,52.9,757,8,2025-11-03 22:12:43.494115,user_0276,0.4,False,37.1,Good
Python,Lists,advanced,2,5,50.0,792,15,2026-01-22 22:12:43.487148,user_0229,0.4,False,58.7,Needs Improvement
Java,Inheritance,intermediate,5,5,100.0,567,9,2025-11-02 22:12:43.501109,user_0333,1.0,True,95.2,Excellent
OS,Threads,intermediate,5,5,100.0,711,11,2025-11-27 22:12:43.482143,user_0185,1.0,True,90.9,Excellent
DBMS,SQL,advanced,3,5,74.7,797,14,2025-11-28 22:12:43.515072,user_0447,0.6,True,,Good
Java,Exceptions,intermediate,5,5,100.0,640,12,2026-01-05 22:12:43.499115,user_0319,1.0,False,99.65,Excellent
DBMS,Transactions,advanced,5,5,100.0,644,17,2025-12-23 22:12:43.498117,user_0312,1.0,True,89.35,Excellent
C,Functions,advanced,5,5,100.0,666,24,2026-01-09 22:12:43.521058,user_0488,1.0,False,83.9,Good
DBMS,Transactions,intermediate,3,5,74.1,744,6,2025-11-16 22:12:43.478138,user_0154,0.6,False,53.0,Excellent
OS,Processes,advanced,5,5,100.0,614,26,2026-01-07 22:12:43.519063,user_0476,1.0,False,95.08,Excellent
Data Structures,Trees,advanced,3,5,60.9,674,16,2026-01-08 22:12:43.491135,user_0255,0.6,False,34.3,Average
Python,File Handling,advanced,4,5,90.5,601,19,2025-12-25 22:12:43.484122,user_0207,0.8,True,57.73333333333333,Good
Data Structures,Queues,intermediate,5,5,100.0,591,11,2025-12-02 22:12:43.521058,user_0491,1.0,False,92.05,Excellent
Data Structures,Trees,beginner,2,5,52.4,872,3,2025-10-25 22:12:43.494115,user_0276,0.4,True,30.1,Good
DBMS,Transactions,advanced,5,5,100.0,663,20,2025-12-10 22:12:43.468198,user_0094,1.0,False,92.2,Excellent
Python,Lists,advanced,5,5,100.0,660,17,2025-12-24 22:12:43.486148,user_0218,1.0,True,100.0,Excellent
OS,Threads,advanced,5,5,100.0,690,16,2025-12-08 22:12:43.464208,user_0069,1.0,False,92.9,Excellent
Data Structures,Trees,beginner,2,5,56.3,680,2,2025-11-16 22:12:43.516071,user_0450,0.4,False,,Excellent
C,Loops,beginner,1,5,37.2,846,1,2025-11-15 22:12:43.520058,user_0485,0.2,False,,Good
DBMS,Transactions,advanced,5,5,100.0,527,31,2026-01-21 22:12:43.457229,user_0012,1.0,False,100.0,Excellent
Python,Dictionaries,beginner,1,5,36.7,831,2,2025-10-18 22:12:43.500113,user_0326,0.2,False,,Excellent
OS,Processes,advanced,4,5,82.9,583,27,2025-12-24 22:12:43.462213,user_0052,0.8,False,60.76666666666667,Good
C,Loops,advanced,5,5,100.0,713,18,2025-12-15 22:12:43.519063,user_0476,1.0,False,88.0,Excellent
Java,Inheritance,advanced,5,5,100.0,601,15,2025-12-18 22:12:43.498117,user_0310,1.0,False,100.0,Excellent
Python,File Handling,advanced,3,5,79.2,630,13,2025-11-21 22:12:43.476177,user_0140,0.6,True,47.45,Good
C,Arrays,advanced,5,5,100.0,744,22,2025-12-23 22:12:43.457229,user_0012,1.0,False,75.55,Excellent
Java,OOPs,advanced,5,5,100.0,620,25,2026-01-04 22:12:43.514074,user_0440,1.0,False,93.55,Good
Java,Exceptions,intermediate,4,5,97.6,669,7,2025-12-03 22:12:43.471157,user_0115,0.8,True,80.3,Excellent
Python,Dictionaries,advanced,4,5,87.4,636,26,2026-01-16 22:12:43.493131,user_0269,0.8,False,57.15,Average
DBMS,Transactions,advanced,2,5,56.7,801,17,2025-12-30 22:12:43.478138,user_0157,0.4,False,62.1,Good
C,Pointers,beginner,1,5,36.6,900,5,2025-11-20 22:12:43.514074,user_0440,0.2,False,43.4,Good
DBMS,SQL,advanced,5,5,100.0,736,16,2025-11-29 22:12:43.507093,user_0382,1.0,False,86.5,Excellent
Python,Dictionaries,beginner,3,5,77.9,761,4,2025-11-19 22:12:43.468198,user_0091,0.6,False,62.2,Excellent
DBMS,Transactions,beginner,3,5,63.3,802,4,2025-10-31 22:12:43.491135,user_0258,0.6,False,,Excellent
DBMS,Normalization,beginner,3,5,69.6,709,1,2025-10-16 22:12:43.493131,user_0272,0.6,False,,Excellent
OS,Processes,advanced,5,5,100.0,549,13,2025-12-26 22:12:43.479135,user_0161,1.0,True,53.849999999999994,Excellent
Data Structures,Linked List,advanced,4,5,92.5,715,29,2026-01-19 22:12:43.474148,user_0136,0.8,False,66.94444444444444,Good
Python,Dictionaries,advanced,5,5,100.0,557,31,2026-01-17 22:12:43.506095,user_0375,1.0,False,60.650000000000006,Excellent
Python,File Handling,intermediate,5,5,100.0,660,9,2025-11-17 22:12:43.500113,user_0324,1.0,False,57.25,Excellent
OS,Threads,advanced,5,5,100.0,694,19,2026-01-14 22:12:43.479135,user_0161,1.0,False,81.53999999999999,Excellent
Python,Dictionaries,advanced,4,5,88.1,781,23,2026-01-03 22:12:43.517066,user_0465,0.8,True,57.728571428571435,Good
Data Structures,Trees,advanced,5,5,100.0,666,25,2025-12-22 22:12:43.515072,user_0446,1.0,False,100.0,Excellent
OS,Threads,advanced,4,5,96.8,601,16,2025-12-26 22:12:43.489109,user_0240,0.8,False,72.94999999999999,Excellent
OS,Memory Management,advanced,5,5,100.0,719,27,2025-12-30 22:12:43.464208,user_0064,1.0,False,73.18571428571428,Good
